Trip_ID,Date,Time,Pickup_Location,Drop_Location,Distance_km,Payment_Type,Passenger_Count,Driver_Rating,Fare_Amount,DateTime,Hour,DayOfWeek,Month,Year,DayOfMonth,Weekend,Time_Category,Peak_Hour,Fare_per_km,Trip_Category,Trip_Efficiency,Rating_Category,Rating_Bin,Route,Same_Location_Trip,Route_Popularity,Payment_Type_Encoded,Passenger_Group,Time_Multiplier,Day_Premium,Is_Weekend,Final_Multiplier
UBER1112,2024-11-24,23:10,Noida Sector 15,Rohini,2.01,Card,2,4.4,249.21,2024-11-24 23:10:00,23,Sunday,November,2024,24,True,Night,Off-Peak,123.98507462686568,Short,61.68411672978393,Good,Good,Noida Sector 15 to Rohini,False,5,1,Couple,1.4,1.25,1,1.75
UBER1113,2025-09-23,20:39,Dwarka,Indraprastha,21.76,Cash,2,4.6,404.24,2025-09-23 20:39:00,20,Tuesday,September,2025,23,False,Evening,Off-Peak,18.577205882352942,Long,0.8537318879757785,Excellent,Excellent,Dwarka to Indraprastha,False,10,0,Couple,1.2,1.0,0,1.2
UBER1114,2025-12-14,02:58,Janakpuri,Janakpuri,23.38,Card,3,4.9,464.53,2025-12-14 02:58:00,2,Sunday,December,2025,14,True,Night,Off-Peak,19.86869118905047,Long,0.8498157052630655,Excellent,Excellent,Janakpuri to Janakpuri,True,7,1,Small Group,1.4,1.25,1,1.75
UBER1115,2025-10-04,06:30,Lajpat Nagar,Gurugram Cyber City,22.35,Wallet,4,3.0,294.12,2025-10-04 06:30:00,6,Saturday,October,2025,4,True,Morning,Off-Peak,13.15973154362416,Long,0.5888023062024232,Average,Very Poor,Lajpat Nagar to Gurugram Cyber City,False,7,2,Large Group,1.0,1.25,1,1.25
UBER1116,2024-10-06,06:35,Rajouri Garden,Noida Sector 15,7.98,Cash,3,4.7,125.09,2024-10-06 06:35:00,6,Sunday,October,2024,6,True,Morning,Off-Peak,15.675438596491228,Medium,1.9643406762520335,Excellent,Excellent,Rajouri Garden to Noida Sector 15,False,3,0,Small Group,1.0,1.25,1,1.25
UBER1117,2024-12-02,14:54,Rohini,Noida Sector 15,24.95,Wallet,2,3.4,459.52,2024-12-02 14:54:00,14,Monday,December,2024,2,False,Afternoon,Off-Peak,18.417635270541084,Long,0.7381817743703841,Average,Poor,Rohini to Noida Sector 15,False,7,2,Couple,1.0,1.0,0,1.0
UBER1118,2025-10-15,17:05,Karol Bagh,Janakpuri,21.25,Cash,4,4.9,382.07,2025-10-15 17:05:00,17,Wednesday,October,2025,15,False,Evening,Peak,17.979764705882353,Long,0.8461065743944637,Excellent,Excellent,Karol Bagh to Janakpuri,False,6,0,Large Group,1.35,1.0,0,1.35
UBER1119,2025-05-05,22:10,Okhla,Pitampura,7.61,Cash,4,3.4,135.17,2025-05-05 22:10:00,22,Monday,May,2025,5,False,Night,Off-Peak,17.762155059132716,Medium,2.3340545412789377,Average,Poor,Okhla to Pitampura,False,5,0,Large Group,1.4,1.0,0,1.4
UBER1120,2024-01-29,16:31,Unknown,Janakpuri,6.96,Cash,2,3.4,131.84,2024-01-29 16:31:00,16,Monday,January,2024,29,False,Afternoon,Off-Peak,18.942528735632184,Medium,2.7216276919011757,Average,Poor,Unknown to Janakpuri,False,3,0,Couple,1.0,1.0,0,1.0
UBER1121,2025-09-12,01:16,Okhla,Greater Kailash,5.72,Cash,4,4.3,109.98,2025-09-12 01:16:00,1,Friday,September,2025,12,False,Night,Off-Peak,19.22727272727273,Medium,3.3614113159567713,Good,Good,Okhla to Greater Kailash,False,4,0,Large Group,1.4,1.15,0,1.6099999999999999
UBER1122,2025-01-05,13:11,Janakpuri,Karol Bagh,3.67,Cash,1,4.6,55.68,2025-01-05 13:11:00,13,Sunday,January,2025,5,True,Afternoon,Off-Peak,15.1716621253406,Short,4.133967881564196,Excellent,Excellent,Janakpuri to Karol Bagh,False,5,0,Solo,1.0,1.25,1,1.25
UBER1123,2024-02-27,06:24,Janakpuri,IGI Airport,3.63,Cash,2,3.4,49.48,2024-02-27 06:24:00,6,Tuesday,February,2024,27,False,Morning,Off-Peak,13.630853994490357,Short,3.7550561968292997,Average,Poor,Janakpuri to IGI Airport,False,4,0,Couple,1.0,1.0,0,1.0
UBER1124,2024-04-11,13:06,IGI Airport,Connaught Place,2.07,Cash,3,4.1,25.6,2024-04-11 13:06:00,13,Thursday,April,2024,11,False,Afternoon,Off-Peak,12.367149758454108,Short,5.97446848234498,Good,Good,IGI Airport to Connaught Place,False,5,0,Small Group,1.0,1.0,0,1.0
UBER1125,2024-05-06,16:19,Janakpuri,Janakpuri,3.02,Wallet,2,3.3,60.22,2024-05-06 16:19:00,16,Monday,May,2024,6,False,Afternoon,Off-Peak,19.940397350993376,Short,6.602780579799131,Average,Poor,Janakpuri to Janakpuri,True,7,2,Couple,1.0,1.0,0,1.0
UBER1126,2025-08-06,13:07,Dwarka,Kalkaji,11.76,Card,1,5.0,225.22,2025-08-06 13:07:00,13,Wednesday,August,2025,6,False,Afternoon,Off-Peak,19.151360544217688,Medium,1.6285170530797355,Excellent,Excellent,Dwarka to Kalkaji,False,4,1,Solo,1.0,1.0,0,1.0
UBER1127,2024-12-13,06:08,Dwarka,IGI Airport,27.68,Wallet,2,3.5,440.34,2024-12-13 06:08:00,6,Friday,December,2024,13,False,Morning,Off-Peak,15.908236994219653,Long,0.5747195445888603,Average,Poor,Dwarka to IGI Airport,False,9,2,Couple,1.0,1.15,0,1.15
UBER1128,2025-06-14,06:16,Vasant Kunj,Greater Kailash,14.78,Cash,1,4.4,293.43,2025-06-14 06:16:00,6,Saturday,June,2025,14,True,Morning,Off-Peak,19.853179972936402,Medium,1.3432462769239786,Good,Good,Vasant Kunj to Greater Kailash,False,4,0,Solo,1.0,1.25,1,1.25
UBER1129,2024-09-14,02:09,Rohini,Karol Bagh,17.33,Cash,3,3.9,243.75,2024-09-14 02:09:00,2,Saturday,September,2024,14,True,Night,Off-Peak,14.06520484708598,Long,0.8116102046789372,Average,Average,Rohini to Karol Bagh,False,6,0,Small Group,1.4,1.25,1,1.75
UBER1130,2024-10-24,04:10,Connaught Place,Rajouri Garden,9.84,Card,2,4.5,133.3,2024-10-24 04:10:00,4,Thursday,October,2024,24,False,Night,Off-Peak,13.546747967479677,Medium,1.3767020292154144,Excellent,Good,Connaught Place to Rajouri Garden,False,3,1,Couple,1.4,1.0,0,1.4
UBER1131,2025-06-13,22:25,Janakpuri,Janakpuri,8.45,Card,2,4.6,139.96,2025-06-13 22:25:00,22,Friday,June,2025,13,False,Night,Off-Peak,16.563313609467457,Medium,1.960155456741711,Excellent,Excellent,Janakpuri to Janakpuri,True,7,1,Couple,1.4,1.15,0,1.6099999999999999
UBER1132,2024-03-01,16:42,Indraprastha,Karol Bagh,26.59,Wallet,3,4.8,504.13,2024-03-01 16:42:00,16,Friday,March,2024,1,False,Afternoon,Off-Peak,18.959383226776986,Long,0.7130268231206087,Excellent,Excellent,Indraprastha to Karol Bagh,False,5,2,Small Group,1.0,1.15,0,1.15
UBER1133,2025-09-08,20:23,Mayur Vihar,Lajpat Nagar,11.98,Wallet,2,3.1,233.96,2025-09-08 20:23:00,20,Monday,September,2025,8,False,Evening,Off-Peak,19.529215358931552,Medium,1.630151532465071,Average,Poor,Mayur Vihar to Lajpat Nagar,False,2,2,Couple,1.2,1.0,0,1.2
UBER1134,2025-12-01,11:45,Greater Kailash,Dwarka,28.18,Wallet,4,3.6,374.29,2025-12-01 11:45:00,11,Monday,December,2025,1,False,Morning,Off-Peak,13.282114975159688,Long,0.47133126242582285,Average,Average,Greater Kailash to Dwarka,False,11,2,Large Group,1.0,1.0,0,1.0
UBER1135,2024-06-29,11:06,Kalkaji,Saket,16.05,Wallet,1,4.0,261.13,2024-06-29 11:06:00,11,Saturday,June,2024,29,True,Morning,Off-Peak,16.269781931464173,Long,1.0136935782843721,Good,Average,Kalkaji to Saket,False,3,2,Solo,1.0,1.25,1,1.25
UBER1136,2025-08-29,12:45,Karol Bagh,Lajpat Nagar,18.29,Card,2,3.6,307.96,2025-08-29 12:45:00,12,Friday,August,2025,29,False,Afternoon,Off-Peak,16.837616183706942,Long,0.9205913714437913,Average,Average,Karol Bagh to Lajpat Nagar,False,4,1,Couple,1.0,1.15,0,1.15
UBER1137,2025-05-20,20:37,IGI Airport,IGI Airport,8.41,Wallet,4,4.0,142.52,2025-05-20 20:37:00,20,Tuesday,May,2025,20,False,Evening,Off-Peak,16.94649227110583,Medium,2.0150406981100866,Good,Average,IGI Airport to IGI Airport,True,2,2,Large Group,1.2,1.0,0,1.2
UBER1138,2025-01-02,10:05,Hauz Khas,Chandni Chowk,6.07,Wallet,3,3.9,115.32,2025-01-02 10:05:00,10,Thursday,January,2025,2,False,Morning,Off-Peak,18.99835255354201,Medium,3.1298768621980244,Average,Average,Hauz Khas to Chandni Chowk,False,6,2,Small Group,1.0,1.0,0,1.0
UBER1139,2024-01-04,12:14,Dwarka,Okhla,4.08,Cash,3,4.2,68.42,2024-01-04 12:14:00,12,Thursday,January,2024,4,False,Afternoon,Off-Peak,16.769607843137255,Short,4.110198000768935,Good,Good,Dwarka to Okhla,False,4,0,Small Group,1.0,1.0,0,1.0
UBER1140,2024-06-20,14:26,Lajpat Nagar,Indraprastha,5.47,Card,3,3.5,90.3,2024-06-20 14:26:00,14,Thursday,June,2024,20,False,Afternoon,Off-Peak,16.508226691042047,Medium,3.0179573475396797,Average,Poor,Lajpat Nagar to Indraprastha,False,5,1,Small Group,1.0,1.0,0,1.0
UBER1141,2025-06-08,03:18,Connaught Place,Rohini,13.82,Cash,3,4.1,236.67,2025-06-08 03:18:00,3,Sunday,June,2025,8,True,Night,Off-Peak,17.12518089725036,Medium,1.2391592545043675,Good,Good,Connaught Place to Rohini,False,4,0,Small Group,1.4,1.25,1,1.75
UBER1142,2025-01-27,07:20,Janakpuri,Rohini,13.56,Wallet,2,4.8,245.67,2025-01-27 07:20:00,7,Monday,January,2025,27,False,Morning,Peak,18.11725663716814,Medium,1.3360808729475029,Excellent,Excellent,Janakpuri to Rohini,False,3,2,Couple,1.3,1.0,0,1.3
UBER1143,2025-07-12,23:53,IGI Airport,Lajpat Nagar,10.59,Wallet,1,3.3,168.03,2025-07-12 23:53:00,23,Saturday,July,2025,12,True,Night,Off-Peak,15.86685552407932,Medium,1.4982866406118338,Average,Poor,IGI Airport to Lajpat Nagar,False,6,2,Solo,1.4,1.25,1,1.75
UBER1144,2025-06-13,06:41,IGI Airport,Indraprastha,15.42,Wallet,1,3.7,295.09,2025-06-13 06:41:00,6,Friday,June,2025,13,False,Morning,Off-Peak,19.136835278858623,Long,1.2410399013526994,Average,Average,IGI Airport to Indraprastha,False,4,2,Solo,1.0,1.15,0,1.15
UBER1145,2024-10-27,07:47,Rohini,Connaught Place,15.63,Wallet,3,4.1,291.46,2024-10-27 07:47:00,7,Sunday,October,2024,27,True,Morning,Peak,18.647472808701213,Long,1.1930564816827391,Good,Good,Rohini to Connaught Place,False,4,2,Small Group,1.3,1.25,1,1.625
UBER1146,2025-10-25,22:39,Okhla,Rohini,15.84,Card,3,3.7,303.19,2025-10-25 22:39:00,22,Saturday,October,2025,25,True,Night,Off-Peak,19.140782828282827,Long,1.2083827543107846,Average,Average,Okhla to Rohini,False,3,1,Small Group,1.4,1.25,1,1.75
UBER1147,2024-12-18,18:40,Kalkaji,Okhla,6.04,Cash,2,4.6,72.48,2024-12-18 18:40:00,18,Wednesday,December,2024,18,False,Evening,Peak,12.0,Medium,1.9867549668874172,Excellent,Excellent,Kalkaji to Okhla,False,4,0,Couple,1.35,1.0,0,1.35
UBER1148,2025-07-04,21:50,Greater Kailash,Dwarka,24.11,Wallet,3,4.0,465.18,2025-07-04 21:50:00,21,Friday,July,2025,4,False,Night,Off-Peak,19.29406885109913,Long,0.8002517151015816,Good,Average,Greater Kailash to Dwarka,False,11,2,Small Group,1.2,1.15,0,1.38
UBER1149,2024-04-11,05:35,IGI Airport,Rajouri Garden,23.09,Wallet,1,3.8,446.56,2024-04-11 05:35:00,5,Thursday,April,2024,11,False,Morning,Off-Peak,19.33997401472499,Long,0.8375909057914678,Average,Average,IGI Airport to Rajouri Garden,False,9,2,Solo,1.0,1.0,0,1.0
UBER1150,2024-08-05,09:35,Rajouri Garden,Lajpat Nagar,20.31,Card,3,4.7,285.35,2024-08-05 09:35:00,9,Monday,August,2024,5,False,Morning,Peak,14.049729197439687,Long,0.6917641160728552,Excellent,Excellent,Rajouri Garden to Lajpat Nagar,False,8,1,Small Group,1.3,1.0,0,1.3
UBER1151,2024-12-18,18:31,Hauz Khas,Gurugram Cyber City,14.39,Wallet,1,4.3,243.01,2024-12-18 18:31:00,18,Wednesday,December,2024,18,False,Evening,Peak,16.887421820708823,Medium,1.173552593516944,Good,Good,Hauz Khas to Gurugram Cyber City,False,9,2,Solo,1.35,1.0,0,1.35
UBER1152,2025-01-30,09:50,Kalkaji,Noida Sector 15,9.03,Wallet,4,3.1,161.64,2025-01-30 09:50:00,9,Thursday,January,2025,30,False,Morning,Peak,17.900332225913623,Medium,1.9823180759594268,Average,Poor,Kalkaji to Noida Sector 15,False,3,2,Large Group,1.3,1.0,0,1.3
UBER1153,2024-06-15,20:21,Okhla,Rohini,11.22,Wallet,4,3.7,169.1,2024-06-15 20:21:00,20,Saturday,June,2024,15,True,Evening,Off-Peak,15.071301247771835,Medium,1.3432532306392009,Average,Average,Okhla to Rohini,False,3,2,Large Group,1.2,1.25,1,1.5
UBER1154,2025-11-08,09:05,Janakpuri,Saket,14.82,Wallet,2,3.7,276.84,2025-11-08 09:05:00,9,Saturday,November,2025,8,True,Morning,Peak,18.680161943319835,Medium,1.2604697667557243,Average,Average,Janakpuri to Saket,False,3,2,Couple,1.3,1.25,1,1.625
UBER1155,2025-01-13,11:39,Noida Sector 15,Noida Sector 15,14.41,Card,3,5.0,205.78,2025-01-13 11:39:00,11,Monday,January,2025,13,False,Morning,Off-Peak,14.280360860513532,Medium,0.9910035295290446,Excellent,Excellent,Noida Sector 15 to Noida Sector 15,True,4,1,Small Group,1.0,1.0,0,1.0
UBER1156,2024-04-10,16:38,Okhla,Rohini,9.85,Wallet,4,3.7,187.6,2024-04-10 16:38:00,16,Wednesday,April,2024,10,False,Afternoon,Off-Peak,19.04568527918782,Medium,1.9335721095622151,Average,Average,Okhla to Rohini,False,3,2,Large Group,1.0,1.0,0,1.0
UBER1157,2025-11-08,04:08,Lajpat Nagar,Noida Sector 15,6.16,Wallet,3,4.6,122.96,2025-11-08 04:08:00,4,Saturday,November,2025,8,True,Night,Off-Peak,19.96103896103896,Medium,3.2404284027660646,Excellent,Excellent,Lajpat Nagar to Noida Sector 15,False,8,2,Small Group,1.4,1.25,1,1.75
UBER1158,2025-06-26,03:31,Saket,Noida Sector 15,3.46,Cash,4,4.9,63.27,2025-06-26 03:31:00,3,Thursday,June,2025,26,False,Night,Off-Peak,18.28612716763006,Short,5.285007851916203,Excellent,Excellent,Saket to Noida Sector 15,False,2,0,Large Group,1.4,1.0,0,1.4
UBER1159,2024-07-20,18:04,Lajpat Nagar,Karol Bagh,25.91,Card,1,4.0,249.21,2024-07-20 18:04:00,18,Saturday,July,2024,20,True,Evening,Peak,9.618294094944037,Long,0.3712193784231585,Good,Average,Lajpat Nagar to Karol Bagh,False,6,1,Solo,1.35,1.25,1,1.6875
UBER1160,2025-04-14,10:33,Pitampura,Okhla,23.0,Card,4,3.9,459.4,2025-04-14 10:33:00,10,Monday,April,2025,14,False,Morning,Off-Peak,19.97391304347826,Long,0.868431001890359,Average,Average,Pitampura to Okhla,False,6,1,Large Group,1.0,1.0,0,1.0
UBER1161,2025-03-28,02:53,Janakpuri,Connaught Place,13.54,Cash,3,4.5,252.3,2025-03-28 02:53:00,2,Friday,March,2025,28,False,Night,Off-Peak,18.633677991137372,Medium,1.376194829478388,Excellent,Good,Janakpuri to Connaught Place,False,9,0,Small Group,1.4,1.15,0,1.6099999999999999
UBER1162,2025-06-30,04:17,Gurugram Cyber City,Vasant Kunj,11.4,Cash,4,3.2,147.67,2025-06-30 04:17:00,4,Monday,June,2025,30,False,Night,Off-Peak,12.953508771929823,Medium,1.1362726992920897,Average,Poor,Gurugram Cyber City to Vasant Kunj,False,6,0,Large Group,1.4,1.0,0,1.4
UBER1163,2025-10-22,08:33,Indraprastha,Dwarka,29.56,Card,1,4.0,425.04,2025-10-22 08:33:00,8,Wednesday,October,2025,22,False,Morning,Peak,14.378890392422193,Long,0.48643066280183334,Good,Average,Indraprastha to Dwarka,False,6,1,Solo,1.3,1.0,0,1.3
UBER1164,2024-07-01,07:05,Dwarka,Janakpuri,10.41,Card,2,4.4,181.51,2024-07-01 07:05:00,7,Monday,July,2024,1,False,Morning,Peak,17.436119116234387,Medium,1.6749393963721793,Good,Good,Dwarka to Janakpuri,False,9,1,Couple,1.3,1.0,0,1.3
UBER1165,2024-02-14,04:27,Vasant Kunj,Pitampura,4.21,Wallet,1,3.0,77.72,2024-02-14 04:27:00,4,Wednesday,February,2024,14,False,Night,Off-Peak,18.46080760095012,Short,4.384989928966774,Average,Very Poor,Vasant Kunj to Pitampura,False,7,2,Solo,1.4,1.0,0,1.4
UBER1166,2025-01-09,02:34,Greater Kailash,Rohini,7.66,Wallet,3,4.4,138.25,2025-01-09 02:34:00,2,Thursday,January,2025,9,False,Night,Off-Peak,18.048302872062663,Medium,2.356175309668755,Good,Good,Greater Kailash to Rohini,False,9,2,Small Group,1.4,1.0,0,1.4
UBER1167,2024-07-02,08:39,Karol Bagh,Kalkaji,22.12,Wallet,2,4.7,433.68,2024-07-02 08:39:00,8,Tuesday,July,2024,2,False,Morning,Peak,19.605786618444846,Long,0.886337550562606,Excellent,Excellent,Karol Bagh to Kalkaji,False,8,2,Couple,1.3,1.0,0,1.3
UBER1168,2024-10-01,13:28,Pitampura,Dwarka,5.51,Cash,2,3.4,73.61,2024-10-01 13:28:00,13,Tuesday,October,2024,1,False,Afternoon,Off-Peak,13.35934664246824,Medium,2.4245638189597534,Average,Poor,Pitampura to Dwarka,False,5,0,Couple,1.0,1.0,0,1.0
UBER1169,2024-11-10,20:25,Saket,Janakpuri,28.77,Wallet,1,3.8,354.46,2024-11-10 20:25:00,20,Sunday,November,2024,10,True,Evening,Off-Peak,12.320472714633299,Long,0.42824027510021895,Average,Average,Saket to Janakpuri,False,4,2,Solo,1.2,1.25,1,1.5
UBER1170,2024-06-11,08:59,Noida Sector 15,Janakpuri,5.02,Wallet,2,3.5,86.35,2024-06-11 08:59:00,8,Tuesday,June,2024,11,False,Morning,Peak,17.201195219123505,Medium,3.4265329121759973,Average,Poor,Noida Sector 15 to Janakpuri,False,4,2,Couple,1.3,1.0,0,1.3
UBER1171,2025-09-30,05:43,Kalkaji,Vasant Kunj,15.57,Card,4,4.1,285.04,2025-09-30 05:43:00,5,Tuesday,September,2025,30,False,Morning,Off-Peak,18.30700064226076,Long,1.1757868106782763,Good,Good,Kalkaji to Vasant Kunj,False,5,1,Large Group,1.0,1.0,0,1.0
UBER1172,2024-04-28,05:27,Okhla,Connaught Place,27.83,Wallet,3,4.8,525.81,2024-04-28 05:27:00,5,Sunday,April,2024,28,True,Morning,Off-Peak,18.893639956881064,Long,0.6788947163809222,Excellent,Excellent,Okhla to Connaught Place,False,7,2,Small Group,1.0,1.25,1,1.25
UBER1173,2024-09-30,12:12,Vasant Kunj,Pitampura,15.22,Wallet,1,4.5,295.75,2024-09-30 12:12:00,12,Monday,September,2024,30,False,Afternoon,Off-Peak,19.43166885676741,Long,1.2767193729807758,Excellent,Good,Vasant Kunj to Pitampura,False,7,2,Solo,1.0,1.0,0,1.0
UBER1174,2025-05-19,11:09,Chandni Chowk,Mayur Vihar,20.39,Cash,1,3.8,403.8,2025-05-19 11:09:00,11,Monday,May,2025,19,False,Morning,Off-Peak,19.8038254046101,Long,0.9712518589803875,Average,Average,Chandni Chowk to Mayur Vihar,False,4,0,Solo,1.0,1.0,0,1.0
UBER1175,2025-02-24,15:07,Rajouri Garden,Hauz Khas,16.52,Wallet,3,3.3,311.41,2025-02-24 15:07:00,15,Monday,February,2025,24,False,Afternoon,Off-Peak,18.85048426150121,Long,1.1410704758777974,Average,Poor,Rajouri Garden to Hauz Khas,False,4,2,Small Group,1.0,1.0,0,1.0
UBER1176,2024-11-09,23:31,IGI Airport,Kalkaji,24.2,Wallet,3,4.7,249.21,2024-11-09 23:31:00,23,Saturday,November,2024,9,True,Night,Off-Peak,10.297933884297521,Long,0.42553445802882317,Excellent,Excellent,IGI Airport to Kalkaji,False,6,2,Small Group,1.4,1.25,1,1.75
UBER1177,2024-04-03,20:07,Hauz Khas,Chandni Chowk,22.47,Wallet,1,4.6,361.47,2024-04-03 20:07:00,20,Wednesday,April,2024,3,False,Evening,Off-Peak,16.086782376502004,Long,0.7159226691812196,Excellent,Excellent,Hauz Khas to Chandni Chowk,False,6,2,Solo,1.2,1.0,0,1.2
UBER1178,2025-06-17,23:36,Vasant Kunj,Okhla,26.51,Wallet,2,3.2,379.45,2025-06-17 23:36:00,23,Tuesday,June,2025,17,False,Night,Off-Peak,14.31346661637118,Long,0.5399270696481018,Average,Poor,Vasant Kunj to Okhla,False,6,2,Couple,1.4,1.0,0,1.4
UBER1179,2025-09-25,18:03,Gurugram Cyber City,Rohini,19.15,Wallet,4,5.0,295.68,2025-09-25 18:03:00,18,Thursday,September,2025,25,False,Evening,Peak,15.440208877284597,Long,0.8062772259678641,Excellent,Excellent,Gurugram Cyber City to Rohini,False,7,2,Large Group,1.35,1.0,0,1.35
UBER1180,2025-09-02,14:14,Rajouri Garden,Saket,22.6,Card,1,3.6,358.99,2025-09-02 14:14:00,14,Tuesday,September,2025,2,False,Afternoon,Off-Peak,15.884513274336282,Long,0.7028545696608974,Average,Average,Rajouri Garden to Saket,False,11,1,Solo,1.0,1.0,0,1.0
UBER1181,2025-08-22,12:27,Chandni Chowk,Kalkaji,10.0,Wallet,1,4.2,163.14,2025-08-22 12:27:00,12,Friday,August,2025,22,False,Afternoon,Off-Peak,16.314,Medium,1.6314,Good,Good,Chandni Chowk to Kalkaji,False,5,2,Solo,1.0,1.15,0,1.15
UBER1182,2024-10-10,10:25,Indraprastha,Dwarka,3.57,Wallet,1,4.4,249.21,2024-10-10 10:25:00,10,Thursday,October,2024,10,False,Morning,Off-Peak,69.80672268907564,Short,19.55370383447497,Good,Good,Indraprastha to Dwarka,False,6,2,Solo,1.0,1.0,0,1.0
UBER1183,2024-06-28,15:01,Kalkaji,Mayur Vihar,6.29,Cash,2,3.8,110.18,2024-06-28 15:01:00,15,Friday,June,2024,28,False,Afternoon,Off-Peak,17.516693163751988,Medium,2.7848478797697913,Average,Average,Kalkaji to Mayur Vihar,False,5,0,Couple,1.0,1.15,0,1.15
UBER1184,2025-05-02,03:19,Rohini,Noida Sector 15,16.89,Card,2,4.0,333.05,2025-05-02 03:19:00,3,Friday,May,2025,2,False,Night,Off-Peak,19.718768502072233,Long,1.1674818532902447,Good,Average,Rohini to Noida Sector 15,False,7,1,Couple,1.4,1.15,0,1.6099999999999999
UBER1185,2025-11-12,03:48,Kalkaji,Chandni Chowk,16.69,Cash,1,3.9,233.43,2025-11-12 03:48:00,3,Wednesday,November,2025,12,False,Night,Off-Peak,13.986219292989814,Long,0.8379999576386946,Average,Average,Kalkaji to Chandni Chowk,False,9,0,Solo,1.4,1.0,0,1.4
UBER1186,2024-12-09,21:30,Hauz Khas,Greater Kailash,20.61,Card,4,3.1,264.5,2024-12-09 21:30:00,21,Monday,December,2024,9,False,Night,Off-Peak,12.833575934012616,Long,0.6226868478414661,Average,Poor,Hauz Khas to Greater Kailash,False,5,1,Large Group,1.2,1.0,0,1.2
UBER1187,2025-05-15,15:45,Hauz Khas,Indraprastha,21.87,Cash,4,4.2,412.38,2025-05-15 15:45:00,15,Thursday,May,2025,15,False,Afternoon,Off-Peak,18.8559670781893,Long,0.8621841370914174,Good,Good,Hauz Khas to Indraprastha,False,7,0,Large Group,1.0,1.0,0,1.0
UBER1188,2024-04-12,23:08,Unknown,Noida Sector 15,20.51,Card,2,4.6,303.26,2024-04-12 23:08:00,23,Friday,April,2024,12,False,Night,Off-Peak,14.785958069234518,Long,0.7209145816301569,Excellent,Excellent,Unknown to Noida Sector 15,False,2,1,Couple,1.4,1.15,0,1.6099999999999999
UBER1189,2025-03-13,02:21,Saket,Chandni Chowk,4.36,Card,3,3.7,59.73,2025-03-13 02:21:00,2,Thursday,March,2025,13,False,Night,Off-Peak,13.699541284403669,Short,3.1420966248632265,Average,Average,Saket to Chandni Chowk,False,6,1,Small Group,1.4,1.0,0,1.4
UBER1190,2024-12-24,03:42,Janakpuri,Hauz Khas,25.87,Wallet,1,3.5,460.06,2024-12-24 03:42:00,3,Tuesday,December,2024,24,False,Night,Off-Peak,17.783533049864708,Long,0.6874191360597104,Average,Poor,Janakpuri to Hauz Khas,False,2,2,Solo,1.4,1.0,0,1.4
UBER1191,2025-10-10,20:21,Chandni Chowk,Dwarka,24.34,Cash,1,5.0,460.97,2025-10-10 20:21:00,20,Friday,October,2025,10,False,Evening,Off-Peak,18.938783894823338,Long,0.7780930112910164,Excellent,Excellent,Chandni Chowk to Dwarka,False,5,0,Solo,1.2,1.15,0,1.38
UBER1192,2024-01-26,12:03,Janakpuri,Janakpuri,25.61,Cash,4,4.5,391.07,2024-01-26 12:03:00,12,Friday,January,2024,26,False,Afternoon,Off-Peak,15.270206950409996,Long,0.5962595451155797,Excellent,Good,Janakpuri to Janakpuri,True,7,0,Large Group,1.0,1.15,0,1.15
UBER1193,2024-11-28,12:21,Rohini,Pitampura,20.89,Cash,2,3.4,257.63,2024-11-28 12:21:00,12,Thursday,November,2024,28,False,Afternoon,Off-Peak,12.332695069411201,Long,0.5903635744093443,Average,Poor,Rohini to Pitampura,False,10,0,Couple,1.0,1.0,0,1.0
UBER1194,2025-12-08,16:56,Gurugram Cyber City,Chandni Chowk,5.69,Wallet,1,3.6,112.57,2025-12-08 16:56:00,16,Monday,December,2025,8,False,Afternoon,Off-Peak,19.783831282952544,Medium,3.476947501397635,Average,Average,Gurugram Cyber City to Chandni Chowk,False,3,2,Solo,1.0,1.0,0,1.0
UBER1195,2025-12-20,17:32,Saket,Connaught Place,3.51,Wallet,3,4.7,50.4,2025-12-20 17:32:00,17,Saturday,December,2025,20,True,Evening,Peak,14.35897435897436,Short,4.090875885747681,Excellent,Excellent,Saket to Connaught Place,False,5,2,Small Group,1.35,1.25,1,1.6875
UBER1196,2024-07-11,13:16,Pitampura,Mayur Vihar,20.1,Wallet,2,4.8,334.07,2024-07-11 13:16:00,13,Thursday,July,2024,11,False,Afternoon,Off-Peak,16.620398009950247,Long,0.826885473131853,Excellent,Excellent,Pitampura to Mayur Vihar,False,3,2,Couple,1.0,1.0,0,1.0
UBER1197,2024-05-02,07:38,Hauz Khas,Karol Bagh,26.0,Wallet,1,3.5,416.08,2024-05-02 07:38:00,7,Thursday,May,2024,2,False,Morning,Peak,16.00307692307692,Long,0.6155029585798816,Average,Poor,Hauz Khas to Karol Bagh,False,5,2,Solo,1.3,1.0,0,1.3
UBER1198,2025-01-31,18:04,Mayur Vihar,Okhla,22.15,Cash,4,3.3,317.34,2025-01-31 18:04:00,18,Friday,January,2025,31,False,Evening,Peak,14.32686230248307,Long,0.6468109391640212,Average,Poor,Mayur Vihar to Okhla,False,4,0,Large Group,1.35,1.15,0,1.5525
UBER1199,2025-11-06,19:02,Greater Kailash,Indraprastha,5.53,Card,3,3.9,90.36,2025-11-06 19:02:00,19,Thursday,November,2025,6,False,Evening,Peak,16.33996383363472,Medium,2.95478550336975,Average,Average,Greater Kailash to Indraprastha,False,2,1,Small Group,1.35,1.0,0,1.35
