Trip_ID,Date,Time,Pickup_Location,Drop_Location,Distance_km,Payment_Type,Passenger_Count,Driver_Rating,Fare_Amount
UBER0558,2024-02-04,02:58,Gurugram Cyber City,Rohini,23.65,Wallet,2,3.7,422.51
UBER0559,2025-07-06,15:58,Connaught Place,Rohini,19.62,Cash,2,3.4,369.98
UBER0560,2025-09-03,20:53,Indraprastha,Greater Kailash,26.77,Card,3,4.9,413.57
UBER0561,2024-09-07,21:40,Noida Sector 15,Chandni Chowk,2.16,Wallet,3,5.0,31.25
UBER0562,2024-11-01,08:33,Rajouri Garden,Gurugram Cyber City,19.53,Card,3,4.0,299.81
UBER0563,2024-12-12,16:56,Chandni Chowk,IGI Airport,11.77,Cash,2,3.4,146.19
UBER0564,2024-11-08,08:56,Chandni Chowk,Noida Sector 15,10.29,Card,1,5.0,163.82
UBER0565,2025-11-28,07:14,Janakpuri,Connaught Place,23.73,Card,2,3.4,376.32
UBER0566,2024-12-31,15:12,Chandni Chowk,Greater Kailash,28.46,Wallet,4,4.6,465.17
UBER0567,2025-01-10,12:39,Rohini,Lajpat Nagar,16.86,Cash,3,4.7,214.76
UBER0568,2025-10-09,12:02,Indraprastha,Hauz Khas,2.02,Wallet,3,3.5,38.39
UBER0569,2025-10-06,18:57,Dwarka,Okhla,22.84,Wallet,1,3.6,398.2
UBER0570,2024-02-04,08:57,Vasant Kunj,Indraprastha,27.0,Card,2,4.3,487.67
UBER0571,2024-10-13,18:34,Lajpat Nagar,Rohini,22.45,Card,3,4.7,337.42
UBER0572,2025-01-03,13:35,Indraprastha,Lajpat Nagar,8.43,Wallet,3,3.2,116.7
UBER0573,2024-10-27,11:00,Gurugram Cyber City,Gurugram Cyber City,5.36,Cash,4,4.9,105.38
UBER0574,2025-04-16,03:27,Chandni Chowk,Noida Sector 15,19.91,Wallet,4,3.7,326.29
UBER0575,2025-01-13,20:20,,Mayur Vihar,26.83,Card,2,4.0,533.02
UBER0576,2024-05-18,16:34,IGI Airport,Pitampura,19.25,Cash,3,3.9,370.18
UBER0577,2024-04-19,04:16,Mayur Vihar,Pitampura,27.87,Wallet,4,4.7,462.47
UBER0578,2024-11-21,10:08,IGI Airport,Dwarka,15.01,Cash,3,4.0,192.19
UBER0579,2025-09-20,10:20,Hauz Khas,Hauz Khas,21.38,Card,3,4.4,307.83
UBER0580,2025-01-05,02:23,Dwarka,Dwarka,24.78,Card,2,4.1,487.87
UBER0581,2025-04-07,19:26,Indraprastha,Kalkaji,26.0,Wallet,4,4.3,453.34
UBER0582,2025-06-26,19:53,Greater Kailash,Pitampura,8.15,Card,1,3.3,153.71
UBER0583,2024-11-26,01:31,Greater Kailash,Pitampura,6.94,Cash,3,3.5,99.23
UBER0584,2024-08-22,20:17,Karol Bagh,Rajouri Garden,20.64,Card,4,4.4,412.15
UBER0585,2024-06-01,15:30,Hauz Khas,Hauz Khas,23.93,Card,1,3.2,346.88
UBER0586,2024-04-03,01:06,Mayur Vihar,Pitampura,16.79,Cash,1,4.4,231.16
UBER0587,2024-09-03,03:33,Rajouri Garden,Indraprastha,25.04,Cash,3,4.1,420.34
UBER0588,2024-03-26,21:28,Okhla,Hauz Khas,10.61,Card,2,3.9,154.94
UBER0589,2024-08-17,15:01,Noida Sector 15,Indraprastha,21.27,Cash,4,4.5,356.47
UBER0590,2025-06-01,16:29,Rajouri Garden,Okhla,12.57,Wallet,2,4.9,184.05
UBER0591,2025-04-23,16:17,Hauz Khas,Rajouri Garden,28.74,Card,3,3.6,562.38
UBER0592,2024-04-28,02:56,Janakpuri,Rajouri Garden,20.53,Cash,2,4.6,356.27
UBER0593,2025-07-11,08:38,Karol Bagh,Kalkaji,26.53,Cash,2,4.2,485.19
UBER0594,2025-04-03,02:18,Pitampura,Saket,19.81,Cash,4,3.4,380.76
UBER0595,2025-05-25,02:18,Indraprastha,Okhla,18.41,Wallet,4,3.6,267.85
UBER0596,2024-01-10,17:18,Gurugram Cyber City,Indraprastha,25.83,Cash,2,4.2,375.75
UBER0597,2025-05-28,23:00,Karol Bagh,Dwarka,2.56,Cash,3,4.2,33.84
UBER0598,2025-04-10,20:06,Kalkaji,Connaught Place,8.58,Cash,1,3.4,123.69
UBER0599,2025-12-01,19:21,Rohini,Okhla,25.44,Card,4,,316.09
UBER0600,2025-11-07,07:33,Okhla,Saket,15.73,Card,3,3.6,291.59
UBER0601,2025-01-23,18:15,Hauz Khas,Rohini,14.73,Card,1,4.8,215.93
UBER0602,2025-12-09,15:32,Okhla,Janakpuri,6.76,Card,3,3.6,94.67
UBER0603,2025-08-06,11:44,Kalkaji,Rajouri Garden,20.05,Wallet,3,4.2,266.44
UBER0604,2025-08-25,09:53,Greater Kailash,Vasant Kunj,7.9,Wallet,3,3.3,95.49
UBER0605,2025-08-04,06:53,Lajpat Nagar,Mayur Vihar,27.54,Card,2,3.8,415.12
UBER0606,2024-08-31,19:49,Karol Bagh,Rajouri Garden,5.52,Wallet,2,3.1,76.99
UBER0607,2024-08-15,09:19,Karol Bagh,Dwarka,12.01,Cash,3,4.6,223.1
UBER0608,2024-03-04,14:33,Hauz Khas,Janakpuri,7.07,Cash,4,4.9,108.18
UBER0609,2025-07-19,19:37,Gurugram Cyber City,Vasant Kunj,1.09,Card,2,4.5,17.47
UBER0610,2024-10-06,16:03,Vasant Kunj,Saket,12.02,Cash,4,4.3,210.29
UBER0611,2024-10-01,18:22,Mayur Vihar,Connaught Place,2.3,Wallet,1,4.5,42.81
UBER0612,2024-12-24,19:49,Chandni Chowk,Pitampura,2.31,Cash,2,4.4,35.79
UBER0613,2024-01-28,16:32,Indraprastha,Pitampura,24.46,Wallet,3,4.7,311.6
UBER0614,2025-09-21,17:06,Karol Bagh,Rohini,24.26,Wallet,1,4.1,294.49
UBER0615,2024-11-24,19:02,Greater Kailash,Dwarka,4.63,Cahs,1,3.6,90.74
UBER0616,2024-01-26,03:32,,Okhla,15.0,Card,4,4.1,268.75
UBER0617,2024-11-29,04:17,Gurugram Cyber City,Hauz Khas,15.28,Wallet,3,3.0,225.06
UBER0618,2024-12-11,17:55,IGI Airport,Dwarka,12.28,Wallet,4,5.0,181.77
UBER0619,2024-09-06,15:05,Hauz Khas,Rajouri Garden,16.94,Wallet,1,4.4,325.81
UBER0620,2025-04-10,09:24,Connaught Place,Karol Bagh,18.6,Cash,2,4.2,229.91
UBER0621,2024-11-29,15:27,Okhla,Connaught Place,21.54,Wallet,1,,361.72
UBER0622,2025-02-26,10:34,,Pitampura,12.53,Cash,2,3.4,239.78
UBER0623,2025-01-17,02:01,,Greater Kailash,4.19,Wallet,1,4.8,80.63
UBER0624,2025-09-12,08:19,Dwarka,Connaught Place,28.91,Wallet,4,3.6,457.54
UBER0625,2025-12-31,01:26,Rohini,Vasant Kunj,4.26,Card,3,4.1,76.12
UBER0626,2024-07-29,13:00,Vasant Kunj,Kalkaji,18.11,Wallet,1,3.2,
UBER0627,2024-07-03,11:12,Kalkaji,Gurugram Cyber City,28.58,Card,2,3.1,453.31
UBER0628,2024-08-04,15:18,Connaught Place,Vasant Kunj,1.64,Card,4,4.3,27.38
UBER0629,2025-05-19,10:27,Mayur Vihar,Gurugram Cyber City,26.68,Wallet,1,3.5,371.41
UBER0630,2024-02-26,05:45,Indraprastha,Chandni Chowk,12.82,Card,4,4.5,190.11
UBER0631,2025-05-01,16:37,Connaught Place,Rajouri Garden,3.55,Cash,3,3.2,57.19
UBER0632,2024-07-04,23:40,Greater Kailash,Janakpuri,18.62,Cash,4,4.7,318.81
UBER0633,2025-12-15,07:56,Dwarka,Indraprastha,1.11,Wallet,3,4.6,22.07
UBER0634,2025-06-01,11:06,Greater Kailash,Dwarka,23.4,Cash,2,4.0,368.72
UBER0635,2025-12-30,18:20,Gurugram Cyber City,Kalkaji,10.77,Cash,4,3.8,142.68
UBER0636,2025-07-29,02:46,Lajpat Nagar,Hauz Khas,1.24,Cash,3,4.9,18.4
UBER0637,2024-06-22,00:37,,Vasant Kunj,21.09,Card,1,3.5,320.6
UBER0638,2024-04-08,21:35,Okhla,Greater Kailash,6.09,Wallet,4,4.2,118.72
UBER0639,2024-08-15,02:26,Dwarka,Pitampura,10.46,Wallet,2,4.8,156.59
UBER0640,2024-04-07,21:19,Janakpuri,Saket,25.7,Card,3,3.7,398.96
UBER0641,2024-05-30,00:00,Saket,Mayur Vihar,6.44,Cash,1,3.4,108.68
UBER0642,2024-07-30,02:15,Greater Kailash,Karol Bagh,18.62,Cash,2,4.8,261.23
UBER0643,2024-06-04,03:58,Okhla,Karol Bagh,20.76,Cash,4,4.7,365.1
UBER0644,2025-09-06,11:02,Pitampura,Janakpuri,11.48,Cash,1,4.9,170.49
UBER0645,2025-04-06,08:00,IGI Airport,Hauz Khas,12.48,Card,2,4.1,150.38
UBER0646,2024-10-28,10:12,Pitampura,Vasant Kunj,1.29,Cash,3,3.9,22.02
UBER0647,2024-08-20,01:58,Lajpat Nagar,Noida Sector 15,11.01,Card,1,,205.94
UBER0648,2024-12-13,22:13,Chandni Chowk,Chandni Chowk,17.97,Wallet,4,4.0,284.65
UBER0649,2024-10-19,18:00,Gurugram Cyber City,Indraprastha,23.26,Cash,3,3.0,387.39
UBER0650,2024-04-08,00:54,Rohini,Karol Bagh,4.25,Cash,4,3.7,80.4
UBER0651,2024-06-18,21:01,Gurugram Cyber City,Rajouri Garden,26.62,Wallet,1,5.0,484.17
UBER0652,2024-09-18,00:22,Okhla,Kalkaji,25.59,Card,3,3.6,319.28
UBER0653,2025-08-13,16:20,IGI Airport,Rajouri Garden,29.48,Card,2,3.9,415.0
UBER0654,2024-11-08,03:29,Connaught Place,Rohini,12.55,Card,1,4.1,241.84
UBER0655,2025-08-20,18:46,Dwarka,Vasant Kunj,16.81,Cash,2,4.2,253.75
UBER0656,2024-02-18,00:41,Connaught Place,Indraprastha,20.78,Card,2,3.9,367.84
UBER0657,2025-04-13,05:27,,Gurugram Cyber City,2.54,Card,2,3.6,45.54
UBER0658,2024-08-29,06:53,Gurugram Cyber City,Karol Bagh,17.7,Cash,1,4.4,265.04
UBER0659,2025-10-12,12:42,Indraprastha,Noida Sector 15,9.71,Wallet,1,,124.02
UBER0660,2024-02-10,02:42,Rohini,Pitampura,10.04,Wallet,2,3.1,145.18
UBER0661,2025-03-20,06:40,Mayur Vihar,Chandni Chowk,27.12,Card,1,3.1,445.32
UBER0662,2024-02-20,16:33,Greater Kailash,Vasant Kunj,4.11,Wallet,2,4.2,50.64
UBER0663,2025-12-07,06:55,Kalkaji,Karol Bagh,19.53,Card,3,3.5,356.05
UBER0664,2024-08-14,21:11,Hauz Khas,Dwarka,26.11,Wallet,3,,444.17
UBER0665,2024-02-07,12:14,IGI Airport,Saket,28.41,Cash,4,4.3,
UBER0666,2025-12-02,03:10,Gurugram Cyber City,Mayur Vihar,8.96,Card,3,4.7,148.11
UBER0667,2025-09-21,16:23,Noida Sector 15,Indraprastha,16.94,Card,3,3.5,
UBER0668,2025-07-28,14:58,Hauz Khas,Rajouri Garden,18.78,Wallet,4,3.6,305.77
UBER0669,2024-04-12,03:43,Dwarka,Vasant Kunj,11.5,Card,2,4.7,195.45
UBER0670,2025-03-10,22:24,Noida Sector 15,Mayur Vihar,1.05,Wallet,1,4.5,15.03
UBER0671,2025-10-19,11:40,Karol Bagh,Kalkaji,17.19,Wallet,3,4.3,230.0
UBER0672,2025-08-05,23:34,Noida Sector 15,Connaught Place,13.91,Card,1,4.9,257.73
UBER0673,2024-01-19,11:16,Saket,Indraprastha,28.7,Wallet,3,3.1,
UBER0674,2025-10-31,07:29,Gurugram Cyber City,Gurugram Cyber City,24.11,Wallet,3,3.7,358.54
UBER0675,2024-01-24,12:06,Lajpat Nagar,Rohini,19.43,Card,4,3.2,356.31
UBER0676,2025-07-01,17:43,Janakpuri,Janakpuri,4.56,Cash,1,3.7,86.64
UBER0677,2025-10-09,05:48,Saket,Connaught Place,22.74,Cash,3,3.5,366.95
UBER0678,2024-04-05,14:46,IGI Airport,Kalkaji,22.78,Cash,1,4.5,430.62
UBER0679,2024-11-10,18:24,Chandni Chowk,Noida Sector 15,21.93,Wallet,4,3.6,344.26
UBER0680,2024-02-01,01:52,Kalkaji,Dwarka,16.3,Wallet,4,4.4,308.41
UBER0681,2024-05-14,20:01,Kalkaji,Lajpat Nagar,8.82,Cash,4,4.6,115.54
UBER0682,2025-09-23,15:29,Dwarka,IGI Airport,10.26,Card,1,3.0,197.48
UBER0683,2025-10-15,04:14,Janakpuri,Okhla,18.16,Wallet,2,3.8,219.37
UBER0684,2025-09-05,07:00,IGI Airport,Lajpat Nagar,6.3,Cash,2,,99.33
UBER0685,2025-05-09,06:07,Rajouri Garden,Saket,14.9,Card,1,4.2,179.45
UBER0686,2024-12-02,21:29,Okhla,Janakpuri,2.44,Card,4,4.1,
UBER0687,2025-05-09,01:26,Connaught Place,Karol Bagh,14.33,Cash,1,3.8,196.35
UBER0688,2025-06-09,03:42,Gurugram Cyber City,Gurugram Cyber City,19.45,Card,1,4.4,266.73
UBER0689,2024-06-04,04:53,Indraprastha,Rohini,24.52,Wallet,3,3.7,330.4
UBER0690,2025-10-05,01:13,Kalkaji,Greater Kailash,7.61,Cash,2,3.4,124.56
UBER0691,2024-02-01,18:05,,Gurugram Cyber City,10.17,Wallet,4,4.2,200.92
UBER0692,2024-10-03,13:40,Hauz Khas,Hauz Khas,7.58,Wallet,3,3.8,115.61
UBER0693,2024-12-28,12:19,Chandni Chowk,Chandni Chowk,19.17,Wallet,4,,304.89
UBER0694,2024-02-21,05:54,Saket,Kalkaji,7.89,Cash,1,4.6,106.73
UBER0695,2025-09-05,00:38,Lajpat Nagar,Dwarka,16.54,Wallet,2,4.1,251.93
UBER0696,2024-02-05,16:13,Greater Kailash,Gurugram Cyber City,18.58,Wallet,2,3.3,285.39
UBER0697,2025-05-29,13:10,Mayur Vihar,Connaught Place,3.81,Card,3,4.3,54.99
UBER0698,2024-05-25,17:00,Rohini,Pitampura,16.82,Wallet,1,5.0,309.16
UBER0699,2025-04-14,13:56,Mayur Vihar,Noida Sector 15,14.24,Cadr,3,3.5,259.32
UBER0700,2025-07-06,15:07,Rohini,Janakpuri,24.52,Card,4,4.9,418.61
UBER0701,2025-10-25,21:41,Kalkaji,Chandni Chowk,17.92,Cash,4,3.4,216.66
UBER0702,2025-02-21,04:07,Saket,Chandni Chowk,14.2,Card,2,4.0,220.63
UBER0703,2025-02-20,20:47,Saket,Hauz Khas,17.75,Cash,2,4.8,272.14
UBER0704,2025-11-03,21:03,Rajouri Garden,Pitampura,12.3,Cash,1,4.2,229.1
UBER0705,2024-02-04,22:58,Vasant Kunj,Indraprastha,10.62,Card,1,3.7,210.3
UBER0706,2025-02-16,02:11,Indraprastha,Gurugram Cyber City,8.2,Wallet,3,4.2,147.96
UBER0707,2024-04-01,23:33,Indraprastha,Janakpuri,26.39,Wallet,3,4.0,513.04
UBER0708,2024-10-14,15:57,Rohini,Greater Kailash,9.38,Cash,3,3.3,177.95
UBER0709,2024-03-27,05:14,,Connaught Place,24.54,Cash,3,4.2,396.34
UBER0710,2024-05-30,22:32,Noida Sector 15,Kalkaji,25.31,Wallet,4,3.4,503.78
UBER0711,2024-10-03,04:44,Connaught Place,Connaught Place,10.12,Card,2,3.3,125.27
UBER0712,2025-07-20,21:52,Noida Sector 15,Chandni Chowk,24.03,Card,4,3.7,309.14
UBER0713,2024-02-01,21:03,Karol Bagh,Lajpat Nagar,2.3,Wallet,4,,32.01
UBER0714,2025-10-01,13:24,Vasant Kunj,Janakpuri,22.99,Wallet,2,4.1,428.66
UBER0715,2024-01-17,03:46,Mayur Vihar,Chandni Chowk,28.95,Wallet,2,3.8,475.1
UBER0716,2024-06-24,04:48,Chandni Chowk,Karol Bagh,29.61,Card,2,3.7,515.27
UBER0717,2024-10-19,19:10,,Pitampura,1.99,Wallet,1,4.7,26.95
UBER0718,2025-01-19,15:43,Vasant Kunj,Indraprastha,3.97,Card,2,4.0,67.87
UBER0719,2025-06-18,12:06,Connaught Place,Kalkaji,28.19,Card,3,3.3,462.0
UBER0720,2025-07-06,14:44,Gurugram Cyber City,Kalkaji,8.95,Cash,2,3.9,138.16
UBER0721,2024-06-13,08:16,Kalkaji,Chandni Chowk,8.42,Wallet,3,4.5,130.1
UBER0722,2024-02-01,10:52,Vasant Kunj,Lajpat Nagar,8.48,Cash,4,4.6,102.93
UBER0723,2024-05-07,04:26,Karol Bagh,Kalkaji,15.32,Cash,3,4.5,272.93
UBER0724,2025-12-09,05:13,Rohini,Okhla,3.39,Wallet,2,4.8,66.57
UBER0725,2025-11-28,02:04,Hauz Khas,Okhla,12.34,Card,1,3.3,152.9
UBER0726,2025-10-12,22:54,IGI Airport,Mayur Vihar,6.14,Cash,3,3.7,96.05
UBER0727,2025-01-20,15:51,,Saket,11.11,Card,4,3.6,160.15
UBER0728,2025-03-27,22:12,Mayur Vihar,Chandni Chowk,10.32,Card,2,4.7,174.14
UBER0729,2025-02-05,05:17,Mayur Vihar,Connaught Place,16.9,Wallet,4,4.2,244.78
UBER0730,2025-09-28,00:29,Mayur Vihar,Pitampura,17.69,Card,1,3.9,296.47
UBER0731,2024-09-15,10:09,Dwarka,Kalkaji,0.3,Cash,1,4.8,2.0
UBER0732,2024-09-24,07:53,Vasant Kunj,Connaught Place,22.18,Card,3,3.2,413.62
UBER0733,2025-06-08,00:56,Noida Sector 15,Rajouri Garden,25.43,Cash,4,4.4,419.78
UBER0734,2025-05-11,11:48,Saket,Saket,19.84,Card,4,4.7,316.86
UBER0735,2025-01-16,09:02,Mayur Vihar,Kalkaji,18.12,Card,3,3.8,
UBER0736,2025-04-13,06:51,Rajouri Garden,Connaught Place,27.49,Card,4,3.9,458.56
UBER0737,2025-01-21,02:28,Hauz Khas,Pitampura,21.15,Cash,2,4.5,373.79
UBER0738,2024-05-15,19:52,Dwarka,Indraprastha,20.29,Cash,3,4.0,251.18
UBER0739,2025-02-07,16:40,Pitampura,Pitampura,7.62,Wallet,1,4.3,133.17
UBER0740,2025-07-08,09:19,Rajouri Garden,Karol Bagh,24.3,Card,2,4.9,436.5
UBER0741,2024-04-07,18:53,Hauz Khas,Janakpuri,22.82,Cash,3,3.3,379.43
UBER0742,2025-10-24,04:09,Greater Kailash,Connaught Place,14.64,Wallet,1,4.8,185.49
UBER0743,2025-07-08,00:01,Vasant Kunj,Dwarka,22.39,Card,4,4.6,278.59
UBER0744,2024-04-18,23:33,Lajpat Nagar,Pitampura,2.85,Card,2,3.4,48.25
UBER0745,2024-06-01,07:37,Janakpuri,Kalkaji,17.37,Card,2,3.7,290.37
UBER0746,2025-05-19,16:51,Saket,Karol Bagh,8.27,Card,1,4.9,150.57
UBER0747,2024-08-31,04:54,Saket,Vasant Kunj,21.81,Wallet,4,4.4,348.58
UBER0748,2025-02-26,15:45,Dwarka,Rohini,5.07,Cash,2,4.1,84.7
UBER0749,2025-01-03,00:37,Dwarka,Pitampura,14.3,Cash,1,4.3,260.33
UBER0750,2024-01-14,03:14,Dwarka,Dwarka,17.83,Cash,1,4.3,331.23
UBER0751,2025-01-07,21:03,Greater Kailash,Okhla,28.81,Cash,4,4.0,397.23
UBER0752,2025-03-21,09:32,Dwarka,Okhla,9.77,Cash,3,3.4,124.02
UBER0753,2024-03-15,22:57,,Vasant Kunj,4.85,Card,4,3.2,60.59
UBER0754,2024-02-10,21:47,Rohini,Vasant Kunj,27.47,Wallet,3,5.0,332.92
UBER0755,2025-09-17,06:49,Pitampura,Rohini,3.87,Cash,3,4.7,68.65
UBER0756,2024-09-26,16:16,Pitampura,Janakpuri,20.57,Card,2,3.2,410.66
UBER0757,2024-01-15,05:49,Mayur Vihar,Rohini,8.04,Card,4,3.3,152.15
UBER0758,2024-03-30,07:44,Pitampura,Janakpuri,27.8,Cash,2,4.1,335.21
UBER0759,2024-07-29,23:58,Noida Sector 15,Rajouri Garden,15.6,Cash,2,4.5,236.35
UBER0760,2024-11-16,19:58,Noida Sector 15,Indraprastha,29.17,Wallet,4,4.3,443.49
UBER0761,2025-03-13,23:16,Vasant Kunj,Rajouri Garden,20.54,Cash,4,4.5,346.29
UBER0762,2025-09-09,05:39,Karol Bagh,Saket,28.02,Cash,2,4.6,428.74
UBER0763,2025-05-12,17:34,IGI Airport,Indraprastha,20.31,Cash,2,4.3,322.64
UBER0764,2025-06-15,11:06,Kalkaji,Rajouri Garden,15.04,Cash,2,4.7,294.83
UBER0765,2025-10-15,14:13,Hauz Khas,Rajouri Garden,3.65,Card,4,4.0,48.57
UBER0766,2024-12-31,11:39,Gurugram Cyber City,Saket,15.14,Card,4,,190.69
UBER0767,2025-03-04,17:41,Kalkaji,Pitampura,27.47,Cash,3,4.3,482.67
UBER0768,2025-10-03,09:54,Greater Kailash,Connaught Place,15.14,Card,1,3.7,201.32
UBER0769,2024-07-08,11:08,Noida Sector 15,Pitampura,27.04,Wallet,2,3.5,420.82
UBER0770,2024-11-19,11:18,Mayur Vihar,Saket,7.54,Cash,3,3.3,117.27
UBER0771,2025-11-26,20:59,Dwarka,Mayur Vihar,19.25,Wallet,3,4.2,296.52
UBER0772,2025-04-12,04:36,Rohini,Noida Sector 15,16.97,Cash,1,4.1,291.91
UBER0773,2025-01-26,17:06,Rohini,Noida Sector 15,20.53,Cash,1,4.2,326.71
UBER0774,2024-03-25,10:33,Mayur Vihar,Karol Bagh,19.09,Card,4,3.8,303.88
UBER0775,2025-12-21,09:03,Janakpuri,Mayur Vihar,5.92,Wallet,1,4.7,105.43
UBER0776,2025-09-04,03:30,,IGI Airport,16.3,Wallet,1,3.5,239.85
UBER0777,2025-12-20,17:28,Greater Kailash,Hauz Khas,6.97,Card,2,3.2,121.7
UBER0778,2024-09-04,16:47,Indraprastha,Kalkaji,22.26,Wallet,3,4.9,330.97
UBER0779,2024-08-09,16:47,Rajouri Garden,Chandni Chowk,24.21,Card,1,3.8,343.8
UBER0780,2024-08-29,06:00,Chandni Chowk,Rajouri Garden,11.78,Cash,2,3.3,174.82
UBER0781,2025-01-18,23:00,Pitampura,Noida Sector 15,19.89,Wallet,4,4.0,238.99
UBER0782,2024-12-01,13:01,Noida Sector 15,Pitampura,26.5,Wallet,1,4.0,393.9
UBER0783,2025-02-03,13:30,Mayur Vihar,Noida Sector 15,15.97,Card,4,3.1,273.74
UBER0784,2025-03-19,20:45,Hauz Khas,Connaught Place,18.07,Card,1,3.6,309.9
UBER0785,2024-05-10,05:17,Mayur Vihar,Vasant Kunj,26.44,Card,4,4.2,380.42
UBER0786,2025-09-11,16:56,Greater Kailash,Noida Sector 15,22.57,Cash,1,3.6,373.55
UBER0787,2024-11-11,15:48,Gurugram Cyber City,Greater Kailash,22.32,Cash,2,4.7,385.24
UBER0788,2024-10-21,08:02,Greater Kailash,Pitampura,4.32,Cash,3,4.7,74.84
UBER0789,2024-07-26,11:58,Janakpuri,Rajouri Garden,14.41,Cash,4,3.8,178.5
UBER0790,2024-03-04,21:40,Janakpuri,Vasant Kunj,6.36,Cash,2,3.2,92.61
UBER0791,2025-05-13,18:45,Hauz Khas,Rajouri Garden,16.0,Wallet,3,4.2,293.46
UBER0792,2025-01-21,02:14,Vasant Kunj,Saket,3.45,Cash,3,4.1,48.91
UBER0793,2024-04-09,11:47,Chandni Chowk,Mayur Vihar,4.16,Card,2,3.8,67.53
UBER0794,2024-04-22,11:43,Greater Kailash,Pitampura,3.54,Cash,1,4.8,57.83
UBER0795,2024-11-12,00:59,IGI Airport,Rohini,24.66,Cash,2,4.7,444.2
UBER0796,2024-06-26,14:52,Noida Sector 15,Okhla,24.8,Card,3,3.9,443.32
UBER0797,2024-11-08,05:33,Greater Kailash,Janakpuri,8.94,Card,1,4.2,144.89
UBER0798,2025-12-08,18:02,,Rohini,24.62,Wallet,2,3.9,484.23
UBER0799,2025-12-21,22:12,Indraprastha,Saket,26.84,Cash,2,4.0,443.54
UBER0800,2025-08-26,09:39,Vasant Kunj,Rajouri Garden,19.53,Card,2,4.7,340.86
UBER0801,2025-04-07,02:33,Kalkaji,Chandni Chowk,1.96,Cash,3,4.5,26.2
UBER0802,2025-04-03,07:20,Mayur Vihar,Vasant Kunj,4.49,Wallet,3,3.0,58.04
UBER0803,2025-07-04,03:59,Mayur Vihar,Saket,5.35,Cash,2,3.6,71.18
UBER0804,2025-07-11,08:46,Saket,Janakpuri,3.54,Cash,2,4.7,43.21
UBER0805,2024-09-13,03:29,Noida Sector 15,Connaught Place,27.37,Wallet,2,4.3,518.64
UBER0806,2025-12-24,04:23,Mayur Vihar,Rajouri Garden,19.7,Cash,3,5.0,345.53
UBER0807,2025-12-05,11:55,Chandni Chowk,Gurugram Cyber City,13.06,Card,3,3.5,193.77
UBER0808,2025-01-30,12:31,Rajouri Garden,Janakpuri,7.98,Cash,1,3.2,137.7
UBER0809,2025-11-19,17:54,Dwarka,Connaught Place,21.19,Card,4,4.0,389.02
UBER0810,2025-03-12,01:50,Noida Sector 15,Connaught Place,27.67,Card,2,,410.05
UBER0811,2024-05-15,22:06,Noida Sector 15,Okhla,15.6,Wallet,4,3.5,214.39
UBER0812,2025-07-07,04:02,Greater Kailash,Kalkaji,9.86,Wallet,4,,155.1
UBER0813,2024-11-12,06:29,Indraprastha,Vasant Kunj,26.77,Card,1,4.4,367.94
UBER0814,2025-02-26,16:28,Vasant Kunj,Kalkaji,11.01,Cash,3,4.2,214.43
UBER0815,2024-02-21,15:29,Pitampura,Mayur Vihar,20.37,Cash,1,3.9,396.51
UBER0816,2025-12-02,13:53,IGI Airport,Vasant Kunj,9.96,Wallet,4,3.1,154.02
UBER0817,2025-10-08,01:56,Karol Bagh,Noida Sector 15,19.9,Wallet,1,3.8,309.62
UBER0818,2025-07-08,18:58,Pitampura,Indraprastha,24.52,Wallet,3,3.3,386.81
UBER0819,2025-06-14,13:21,,Chandni Chowk,15.68,Card,2,4.7,279.47
UBER0820,2024-05-05,18:51,Noida Sector 15,Mayur Vihar,1.97,Cash,3,4.4,28.6
UBER0821,2024-05-10,23:55,Gurugram Cyber City,Saket,15.28,Card,2,3.4,253.06
UBER0822,2024-09-01,03:37,Greater Kailash,Mayur Vihar,4.71,Wallet,4,3.1,92.7
UBER0823,2024-03-06,13:24,Gurugram Cyber City,Saket,4.85,Cash,4,4.3,83.84
UBER0824,2024-08-27,14:40,Pitampura,Rohini,28.07,Wallet,3,4.9,538.07
UBER0825,2025-09-01,19:21,,Vasant Kunj,18.14,Cash,2,4.3,298.51
UBER0826,2025-01-31,04:19,Karol Bagh,IGI Airport,14.54,Wallet,1,3.8,280.33
UBER0827,2025-10-26,16:18,Karol Bagh,Janakpuri,9.23,Cash,2,4.8,138.78
UBER0828,2025-10-13,11:11,Dwarka,Rajouri Garden,9.22,Card,1,5.0,158.1
UBER0829,2024-02-25,07:23,Noida Sector 15,Kalkaji,19.32,Cash,1,4.3,246.83
UBER0830,2024-11-23,08:41,Dwarka,Chandni Chowk,5.86,Wallet,4,3.0,75.63
UBER0831,2024-03-23,18:19,Gurugram Cyber City,Kalkaji,28.69,Cash,1,3.3,364.1
UBER0832,2025-09-16,02:46,Rajouri Garden,Pitampura,19.94,Cash,3,4.6,290.95
UBER0833,2024-12-21,21:19,Indraprastha,Rajouri Garden,27.73,Cash,4,3.2,438.08
UBER0834,2025-08-27,04:23,Vasant Kunj,Indraprastha,22.58,Cash,3,4.9,419.28
UBER0835,2024-09-03,14:21,Kalkaji,Vasant Kunj,29.63,Card,2,4.8,415.14
UBER0836,2025-05-28,21:44,Greater Kailash,Hauz Khas,23.27,Card,3,3.8,297.86
UBER0837,2025-04-10,13:45,Kalkaji,Karol Bagh,7.09,Wallet,4,3.6,88.59
UBER0838,2024-07-17,14:24,Dwarka,Rajouri Garden,6.87,Card,1,4.9,83.78
